mse,rmse,mae,r2,pearson_r,n_estimators,random_state,train_shape,test_shape,n_features,dataset
0.30853219502997803,0.5554567445174989,0.43246577361836536,0.4477664671110769,0.6709034786711612,100,0,"(708, 5)","(177, 5)",5,rPPB
0.28102213949231303,0.5301152134133796,0.41253145145090453,0.4970059805370879,0.7080377648072833,100,0,"(708, 10)","(177, 10)",10,rPPB
0.2929288182973498,0.541228988781412,0.42218385539365605,0.47569453425239705,0.6915776865255712,100,0,"(708, 15)","(177, 15)",15,rPPB
0.2896012015979694,0.5381460783077113,0.4245256256089711,0.4816505464793235,0.6974345019115354,100,0,"(708, 20)","(177, 20)",20,rPPB
0.2989634202502179,0.5467754751725957,0.43059047916063387,0.4648933614422567,0.6868128827193523,100,0,"(708, 25)","(177, 25)",25,rPPB
0.29812085804108374,0.5460044487374474,0.4290110032934362,0.4664014410298136,0.688571592982702,100,0,"(708, 30)","(177, 30)",30,rPPB
