n_samples,mse,rmse,mae,r2,pearson_r,sampling_time_seconds
50,0.42000499683852005,0.648077924973934,0.5193327356137479,0.27615118641705594,0.5399715316581722,
55,0.41742085923306765,0.6460811552994467,0.5179492284615383,0.28060476424094305,0.5517987914734406,5.010055199963972
60,0.41411419079341577,0.6435170477877146,0.5185696815057282,0.28630357269553486,0.5534224294071135,3.1970973999705166
65,0.40941232164585517,0.6398533594862617,0.5127716523240589,0.2944069105836613,0.5475476482832036,2.8467647000215948
70,0.41232020080981885,0.6421216401974152,0.513806460294599,0.2893953871524604,0.5494449052128223,5.7915328000090085
75,0.4200544760626054,0.6481160976727899,0.5180754760229132,0.2760659124847914,0.5367962288742553,28.240902599995025
80,0.4089218273381633,0.639469958120132,0.5120944669721768,0.2952522427234321,0.55071066419085,3.3017887999885716
85,0.41482009386426955,0.6440652869579835,0.5147340972340425,0.2850869988352517,0.5440368495014042,4.409272699966095
90,0.4130180516938583,0.6426648050841576,0.5122671455482816,0.2881926906648661,0.5479954905689093,4.391404699999839
95,0.417578932670701,0.6462034762137241,0.5136250136006546,0.2803323358861587,0.53594699701894,2.138226700015366
100,0.4240137227173009,0.651163361006515,0.5115029836988544,0.26924243177561913,0.534659271723087,2.8222193000256084
105,0.4200419474639017,0.6481064322037714,0.5160767273322422,0.27608750463577947,0.5389809372229857,3.279079300002195
110,0.42575891464682275,0.6525020418717652,0.5165127412274959,0.2662347173027729,0.5345988098292795,2.885672500007786
115,0.42134874460418814,0.6491138148307954,0.5137161954173485,0.2738353324789954,0.5465299043556221,4.802282600023318
120,0.4199344983029673,0.6480235322138906,0.5153855332569557,0.27627268564135876,0.5479138005017352,2.21562350000022
125,0.42042567761468275,0.6484024040784262,0.5136960998854336,0.2754261729457529,0.5395527990975431,2.5769693999900483
130,0.4136219027002884,0.6431344359465511,0.5138832050409164,0.2871519962972384,0.5419650554492716,8.688085599977057
135,0.41112119281957904,0.6411873305201679,0.5101696279050736,0.2914617923565519,0.545323714780311,1.5008522000280209
140,0.4062187632940425,0.6373529346398606,0.507753001391162,0.2999107818267842,0.5492376945684389,6.884508100047242
145,0.4066765878721843,0.6377119944553218,0.5059104022585924,0.2991217536480446,0.5505688354346164,4.914640799979679
150,0.40904013888121465,0.6395624589367442,0.5062871808510638,0.29504834117293743,0.5492941311812961,1.8151180000277236
155,0.40380478420830773,0.6354563590116222,0.500777258477905,0.304071103514326,0.5562699564907232,1.8371487999684177
160,0.3988075568618228,0.6315121193309142,0.500904848690671,0.3126834703032574,0.5634474169662397,10.093546899966896
