n_samples,mse,rmse,mae,r2,pearson_r,sampling_time_seconds
50,0.42000499683852005,0.648077924973934,0.5193327356137479,0.27615118641705594,0.5399715316581722,
55,0.41429471387778644,0.6436572953659319,0.5142025826677578,0.28599245396735384,0.5477168394542669,0.00014519999967887998
60,0.4322208665609731,0.6574350664217518,0.5265216165139116,0.2550980016405875,0.5167978562753593,0.00014680001186206937
65,0.44332712168283306,0.6658281472593608,0.5329747019967267,0.2359571589034266,0.4956815329767966,0.00014319998444989324
70,0.42627999914148385,0.652901216985758,0.5269523906382979,0.26533666514607,0.520450893054049,0.0001520000514574349
75,0.42131741567788955,0.6490896823073754,0.5248368916530278,0.27388932566074986,0.528740549687102,0.0001441999920643866
80,0.4218199950851947,0.6494767086548945,0.5270796173322422,0.2730231657092078,0.5330433205529965,0.00014479999663308263
85,0.41652291892783283,0.6453858682430479,0.5219933539934534,0.2821523006500454,0.5391185496240165,0.00013559998478740454
90,0.4263195783190647,0.6529315265164217,0.5284129382487726,0.26526845324156845,0.5231899234233368,0.00015860004350543022
95,0.4032123512430373,0.634990040270741,0.5155343532242226,0.3050921196981008,0.5527978964944927,0.00015269999857991934
100,0.3956814248375117,0.6290321333902678,0.5112223627823241,0.31807113705468715,0.565246408550516,0.00016900000628083944
105,0.3979787160664776,0.6308555429466223,0.5123705913420621,0.3141119186095295,0.562484990400835,0.0001501000369898975
110,0.39224314749313965,0.6262931801426067,0.5038796463175123,0.3239967641191902,0.5709607369667893,0.0001509999856352806
115,0.4002199806694693,0.6326294181189089,0.5093361516366611,0.3102492580792674,0.5599027284284214,0.0001428000396117568
120,0.40485695261530597,0.6362837045024067,0.5128178755319149,0.30225776591399267,0.5535874467235324,0.0001534000039100647
125,0.41158998688754134,0.6415527935310869,0.5165869538625205,0.2906538590403688,0.5446451730193164,0.00014509999891743064
130,0.40830826760044,0.638990037168374,0.5157513322913257,0.2963096694006295,0.5471561123704896,0.0001490999711677432
135,0.40474081634097525,0.6361924365637925,0.5133793847135844,0.30245791854317805,0.5510602907169398,0.00015460001304745674
140,0.41200256320506856,0.6418742580950482,0.5201062887725041,0.28994281302852976,0.53876853584952,0.00015259999781847
145,0.4110637924075648,0.6411425679266389,0.5188645586579379,0.29156071789422044,0.5416415336022359,0.00018589996034279466
150,0.4177394724893579,0.6463276819766873,0.5224200082651391,0.28005565689866496,0.5317184268794237,0.0001384999486617744
155,0.4056652065584734,0.636918524270156,0.517844651603928,0.30086479758685536,0.5492657549365384,0.00014650000957772136
160,0.40828833037368206,0.6389744364007703,0.5156897080360066,0.2963440297964427,0.5448212997613616,0.0001610000035725534
165,0.4133030052707311,0.6428864637482509,0.520215789623568,0.28770159339198076,0.5369226222107848,0.0001514999894425273
170,0.4077342640285713,0.6385407301250026,0.5159632964320785,0.297298923832403,0.5455340237272684,0.00015090004308149219
175,0.406083366455538,0.6372467076851304,0.5154572373977088,0.3001441286718267,0.5479489586703619,0.00014750001719221473
180,0.40892559556040287,0.6394729044771192,0.5187276878723405,0.2952457484597496,0.5439712805534814,0.0001503999810665846
185,0.4119242988199577,0.6418132896878638,0.5202846905728314,0.29007769614357537,0.539361128724194,0.00014459999511018395
190,0.40116056247559634,0.6333723726810291,0.5134259143535189,0.3086282320687018,0.555911368735039,0.00014560000272467732
195,0.4040481063633532,0.6356477848331993,0.5160855354173487,0.30365175504329855,0.5522827775040018,0.00014130002819001675
200,0.3985663053004339,0.631321079404477,0.5132208245008183,0.313099250253022,0.5604319923385778,0.00013719999697059393
205,0.3973706927295999,0.6303734549690365,0.5092011002945991,0.3151598036926654,0.5637741029026009,0.00014089996693655849
210,0.39355177489201554,0.6273370504696941,0.5112105272831423,0.32174143764158003,0.5694981661975699,0.000145500001963228
215,0.39947520008933035,0.6320405051017935,0.5121356642553192,0.3115328345685263,0.5614220967171569,0.00029889994766563177
220,0.4045890151341547,0.6360731209021135,0.5163164770540098,0.302719537153158,0.5569859909990769,0.00015879998682066798
225,0.40670077894901635,0.6377309612595395,0.5164890824877251,0.2990800620434304,0.5537919697115754,0.00015889998758211732
230,0.40527110476947087,0.6366090674577851,0.5167845873649756,0.3015440040595109,0.5556005609653877,0.0001514999894425273
235,0.4037671752578748,0.6354267662428731,0.5165282852700491,0.3041359198721214,0.5578308660871484,0.00015510001685470343
240,0.4087579592298935,0.6393418172072695,0.5178871753518822,0.29553465778193866,0.5507921394327561,0.00015609996626153588
245,0.4070799115788617,0.6380281432498583,0.5169022391653028,0.298426653854552,0.5537079319092825,0.0001680999994277954
250,0.4037067275779786,0.6353791998310762,0.5130752406055648,0.30424009715978717,0.5580517530371709,0.00015350000467151403
255,0.4043991082679995,0.6359238226926237,0.5130650378723405,0.30304682816348505,0.5577440923271586,0.00015490001533180475
260,0.40254648787908187,0.6344655135459152,0.5088764123731587,0.30623968796427725,0.5605056044955977,0.0001555999624542892
265,0.4028174361970347,0.6346790024863236,0.5126324038625204,0.305772727761497,0.5587359587748577,0.00015410000924021006
270,0.4037488109353993,0.635412315693833,0.5139929668412438,0.3041675694789979,0.5572911194812039,0.00015109998639672995
275,0.40422549085640014,0.635787300011883,0.5146114110147301,0.30334604545458754,0.5563579854582428,0.0001514999894425273
280,0.40079274311478275,0.6330819402848124,0.5109454921603929,0.30926214264105656,0.5617097989597211,0.00015390000771731138
285,0.398391206016287,0.6311823872830159,0.5113974397872341,0.3134010214463244,0.5650632022146068,0.00014790002023801208
290,0.4020432248925971,0.634068785616038,0.5135956724549918,0.3071070260160369,0.5603014960164249,0.00014650000957772136
295,0.3954509550510227,0.62884891273741,0.5060759263829788,0.3184683353803559,0.5676430432669191,0.00014969997573643923
300,0.3938729706878656,0.62759299764088,0.5047755917512275,0.32118787947559646,0.5703279390029162,0.00014939997345209122
305,0.39000785072209704,0.6245060854163849,0.5041371776525603,0.327849139514493,0.5751801153546366,0.00014429999282583594
