mse,rmse,mae,r2,pearson_r,n_estimators,random_state,train_shape,test_shape,dataset,reduced_train_path,reduced_test_path
0.34648504310918726,0.5886298014110288,0.45976693221276593,0.4028576105839832,0.6348006894444638,100,0,"(2443, 20)","(611, 20)",RLM,../data/reduced_datasets\ADME_RLM_train_feat_top20.csv,../data/reduced_datasets\ADME_RLM_test_feat_top20.csv
