mse,rmse,mae,r2,pearson_r,n_estimators,random_state,train_shape,test_shape,dataset,reduced_train_path,reduced_test_path
0.2636454438688485,0.5134641602574113,0.40531452200647256,0.31202223787883754,0.563105240766729,100,0,"(2469, 20)","(618, 20)",HLM,../data/reduced_datasets\ADME_HLM_train_feat_top20.csv,../data/reduced_datasets\ADME_HLM_test_feat_top20.csv
