n_samples,mse,rmse,mae,r2,pearson_r
50,0.3723785943669298,0.610228313311444,0.48387508167983057,0.3334895027098218,0.5782461689243886
55,0.39312714660194836,0.6269985220093811,0.501630794429322,0.29635222339943634,0.5490236875996833
60,0.38184269036845675,0.6179342120067934,0.4921131733167231,0.31654997012711905,0.5681252782378939
65,0.388622889348396,0.6233962538774163,0.49114314328790964,0.304414273118196,0.5634414089774055
70,0.3907091113895165,0.6250672854897434,0.4925015194977967,0.3006802000239871,0.5581420423073415
75,0.3965994057684625,0.6297613879625064,0.49594706905932207,0.2901373194849721,0.5510518586004811
80,0.37945211854481825,0.6159968494601399,0.4793535898640678,0.3208287907658026,0.5697672326833862
85,0.36276658989058064,0.6023010791046125,0.47371200592790963,0.35069377271996693,0.5937625699423162
90,0.3642259485968821,0.6035113491864773,0.4788899097768362,0.3480817055609634,0.5954836390425288
95,0.35654152488030966,0.5971109820463107,0.47261439932384175,0.3618358502679879,0.6095661481996573
100,0.35729762612762195,0.5977437796645164,0.47767565779966104,0.36048252484603505,0.6161855435112474
105,0.36275762303672626,0.6022936352284708,0.4831107618454802,0.3507098222521151,0.6120642588931828
110,0.34731782983044013,0.5893367711507913,0.4716581108927684,0.37834509561006513,0.6267771909177758
115,0.3619782320042508,0.6016462681711329,0.47949109241903953,0.3521048334383028,0.6108709497117683
120,0.3708590351972882,0.6089819662332278,0.47931604218971746,0.33620932106979384,0.6073113909392226
125,0.36902684911793865,0.6074758012612014,0.47066437038254233,0.3394887019830588,0.6065211138174326
130,0.3633427114002191,0.6027791564082314,0.4791601828224293,0.34966258822199237,0.6145037439601638
135,0.3551802128282069,0.595969976448652,0.46841999050802263,0.3642724263401347,0.614144185233566
140,0.35598984097109365,0.5966488422607502,0.4638777913524858,0.3628232945578609,0.6121429761272288
145,0.3359144505816381,0.5795812717657793,0.44778833444435023,0.3987556994656086,0.6354319677397094
150,0.34880762772203433,0.5905993800555791,0.46128010766943495,0.37567854616654406,0.6208566837596411
155,0.3420321215981206,0.5848351234306303,0.4583319717376271,0.387805843557845,0.6278911366945835
160,0.3237649010030431,0.5690034279361093,0.44585891808751416,0.4205018536591596,0.6525904867112008
165,0.3310494553531708,0.5753689732277635,0.4513640321284745,0.4074634244479016,0.6464958970827741
170,0.33586458151105375,0.5795382485315821,0.4520837595059887,0.3988449587827052,0.639613929900761
175,0.3437652600134982,0.5863149836167401,0.4643576258374576,0.38470374541208574,0.6315644122169002
180,0.3434019779968729,0.5860051006577272,0.4650376540266667,0.38535397418790784,0.6350149068460565
185,0.3518049447817272,0.5931314734371522,0.4725876433436158,0.3703137284401423,0.6251303307890468
190,0.34278121743880297,0.5854752065107479,0.4628712882100565,0.3864650569260569,0.6354986931112823
195,0.34805750922784706,0.5899639897721276,0.4640293129449153,0.3770211632185184,0.6297690512686469
200,0.34199434015103125,0.5848028215997519,0.46481128734022603,0.3878734675605905,0.6340802755183255
205,0.3376524626950513,0.5810787061104987,0.45981740806158194,0.39564487801794523,0.6356494180018415
210,0.3336195501637234,0.5775980870499169,0.45983035111101694,0.40286328041122166,0.6374256167996024
215,0.3425510152656798,0.5852785791959927,0.4665109237828249,0.38687708964546297,0.6257858770235079
220,0.3380341014061968,0.581407001511159,0.46092747008158186,0.3949617930850339,0.630879606474131
225,0.33085426966582926,0.5751993303767219,0.4591586077931073,0.4078127820949359,0.6432614242111138
230,0.331884429426982,0.576094115077547,0.4551541239583615,0.4059689266610286,0.6403890966875192
235,0.34393746787651974,0.586461821328993,0.46800587910847463,0.3843955151589079,0.6241472447598618
240,0.34274611429264273,0.5854452274061535,0.46170365250926554,0.3865278871095251,0.6247791614872681
245,0.34778954890835606,0.5897368471685961,0.4681479154583615,0.3775007782353311,0.6188721649992144
250,0.34201916184243025,0.5848240434886636,0.46307360925310737,0.38782903987831185,0.625323357907559
255,0.34467850818873386,0.5870932704338672,0.4700074580267796,0.3830691469023072,0.6244512857378142
260,0.33331300665708324,0.5773326655032462,0.45807230318932207,0.4034119544438931,0.6372429370628714
265,0.32723371899459636,0.5720434590086634,0.4553567431199999,0.4142931090118207,0.6446072699111828
270,0.32303069968806697,0.5683578975329426,0.45268266211180785,0.4218159809773203,0.6505245597325898
275,0.3286121838482819,0.5732470530655015,0.4532158221481921,0.4118258315983889,0.6425827573407761
280,0.32816187944839087,0.572854151986691,0.4558518366797175,0.41263181941305793,0.6434336461799629
285,0.3283301008284586,0.5730009605824921,0.453096030978418,0.4123307244592129,0.6423735223910577
290,0.3319880303453003,0.5761840247223974,0.4577709381736722,0.4057834941452164,0.63847329690821
295,0.3281391036181663,0.5728342723844011,0.4518573358647458,0.4126725852630795,0.6429742055732943
300,0.31926465590692416,0.565035092633125,0.4464778647353107,0.42855672212452134,0.6553605336374998
305,0.3272451543379366,0.5720534540914307,0.4548587390653672,0.4142726411962918,0.6441993516120926
310,0.32001878948854345,0.5657020324239108,0.44595928755525427,0.4272069185748226,0.6545284943533708
315,0.32236269745953156,0.5677699335642312,0.4496414923756497,0.42301162031928885,0.6509693902030889
320,0.32109117058971887,0.5666490718158099,0.4465457455814124,0.4252874922924281,0.6524140414708853
325,0.3237341373919225,0.5689763944065892,0.4511932957862147,0.4205569166247989,0.6487687309477597
330,0.3317811585288737,0.5760044778722416,0.4552348674927683,0.40615376848248397,0.6381036658621491
335,0.328320039527661,0.572992181035362,0.4496411335647457,0.4123487329127048,0.642632766461427
340,0.3317391274418939,0.5759679916817374,0.45252106286949156,0.4062289988021326,0.6375894256508715
345,0.3248860623184159,0.5699877738324006,0.44440571366807907,0.4184951169746248,0.6470002368314666
350,0.32350549862219663,0.5687754377803217,0.4458416935077966,0.4209661510502333,0.6490138271178739
355,0.3163290337742713,0.5624313591668509,0.4475648974829378,0.4338111137493056,0.659232409957587
360,0.3114364428930867,0.5580649092113629,0.4466901719273445,0.4425682314531295,0.6662355893221399
365,0.3173488649029539,0.5633372568035545,0.44542216425288134,0.4319857452587085,0.6583235465523124
370,0.31985589020979427,0.5655580343428906,0.4503150778480791,0.42749848764170717,0.6555182974255425
375,0.32360347228940356,0.5688615581047849,0.4554472777563276,0.4207907906008431,0.6505595356660662
380,0.3221447422831165,0.5675779614142153,0.4538044097082485,0.4234017324664877,0.6521035318025716
385,0.3237732914802866,0.5690108008467736,0.45255390824604513,0.4204868357681082,0.6507173935920838
390,0.3227774094244618,0.5681350274577882,0.4537337201182486,0.42226933845303993,0.6525746502306852
395,0.3292898310882831,0.5738378090438823,0.45977379543497165,0.41061292890808165,0.6439501918124974
400,0.32327585943783455,0.5685735303703775,0.4551845866531638,0.42137717609109704,0.6516606094774013
405,0.32683754278180027,0.5716970725671072,0.4581747491545197,0.41500221423054084,0.6468361999596732
410,0.318592170376454,0.5644396959609184,0.4515212632422599,0.4297603860088435,0.6590558199994667
415,0.3192902012312111,0.5650576972586172,0.45251563121361577,0.4285109992310696,0.6599318663099378
420,0.3240146592049811,0.5692228554836682,0.4528812173750283,0.42005481812625256,0.6535042415502492
425,0.31485653426816645,0.5611207840279724,0.44438344104418076,0.4364467012747969,0.6648629546580191
430,0.3137759676829751,0.560157091968829,0.4428547292781356,0.4383807785363415,0.6653650017773565
435,0.3195671737332856,0.5653027275126891,0.44611806670135595,0.4280152535494275,0.6577600097037416
