n_samples,mse,rmse,mae,r2,pearson_r,sampling_time_seconds
50,0.31305867574850677,0.5595164660208909,0.4573348291423948,0.1830793508375108,0.4462398963756599,
55,0.31647236431600206,0.5625587652112463,0.4508269308090615,0.17417139556705186,0.4462630113557446,1.9887180000077933
60,0.32454408528710615,0.5696877085624247,0.4478608561003237,0.15310839349625138,0.44399144483491887,2.0131326999980956
65,0.318008777189072,0.5639226695115848,0.4425209537540453,0.17016215545048585,0.4593542101594207,2.0115610000211746
70,0.2978832022373372,0.5457867736005859,0.43206466533980586,0.22267945980255333,0.4858114978095837,2.0018852000357583
75,0.3034617113770211,0.5508735892897945,0.44517809878640774,0.20812244649872635,0.4644627089464567,1.9643929000012577
80,0.3021914879469716,0.5497194629508506,0.44160928351132683,0.21143707033586,0.47138666999801265,1.9761516000144184
85,0.3023889632875359,0.5498990482693491,0.44793249148867315,0.21092176219746817,0.465142752028563,1.968766100006178
90,0.3030637506272808,0.5505122620135547,0.4434615651132686,0.20916091749219667,0.4675107907913149,1.9552725999965332
95,0.29944226656186046,0.5472131820066659,0.4375958629126213,0.21861111115503407,0.47996778597063616,1.9547220999957062
100,0.3154314197342324,0.5616328157561953,0.4560642709223301,0.1768877206184124,0.4348575379476217,1.9514610000187531
105,0.31298542597114476,0.5594510040844907,0.4536495745954693,0.18327049473579282,0.43926077500932575,1.9426038000383414
110,0.315850261627864,0.562005570815685,0.45404693684466013,0.1757947606778394,0.4346077242994064,1.919226600031834
115,0.3128688696386706,0.5593468241070746,0.45209787254045297,0.18357464626445152,0.44519282223158974,1.9139216999756172
120,0.3193557087231706,0.5651156595982548,0.4560858527831715,0.16664736327747742,0.4358723162000958,1.981873800046742
125,0.3234416722953912,0.5687193264655169,0.4613176518446601,0.15598511919210922,0.42441156413909115,1.9267528999480419
130,0.31189479533557013,0.5584754205294716,0.4505645771197411,0.18611647459781033,0.4513771482996944,1.9155448999954388
135,0.3169377054086775,0.5629722066040894,0.45544139707119746,0.17295709685259686,0.4440420229146107,1.9425508999847807
140,0.3183718863535478,0.5642445270922419,0.4519596799029127,0.16921462900468087,0.44695805612069467,1.98211879999144
145,0.31613169558812876,0.5622558986690391,0.45521601255663435,0.1750603641211358,0.4447721934543168,1.9961162999970838
150,0.3191805907932796,0.5649606984501485,0.456838633236246,0.1671043301787285,0.4414765332436076,1.977542100008577
155,0.312615656197178,0.5591204308529407,0.44992926676375405,0.18423540191514942,0.4603410537179829,1.9354757000110112
160,0.3135670150393802,0.5599705483678407,0.4477199265857606,0.1817528491441709,0.4608620808851089,1.9164770999923348
165,0.31528032947122714,0.561498289820394,0.45220235666666675,0.17728198778076243,0.4503355047199631,1.9394331999938004
170,0.3128902927629507,0.5593659739052338,0.4523742450323625,0.18351874302985138,0.4473721189127691,1.9252675999887288
175,0.30956857829277973,0.5563888732647155,0.45222397017799354,0.19218669364587082,0.4548442357713452,1.923838099988643
180,0.3147900116832193,0.5610615043675865,0.4557134179773463,0.17856146270576667,0.43893440290272706,1.8950172000331804
185,0.31725820963431517,0.5632567883606154,0.45882919956310675,0.1721207471828703,0.4364236041127078,1.909260099986568
190,0.31837741138822573,0.5642494230287043,0.4609651553074434,0.16920021153196607,0.43186073946189807,1.8970430999761447
195,0.311892756281641,0.5584735949726191,0.45691247132686086,0.18612179547018515,0.4440885483598306,1.8984521999955177
200,0.30227581412350624,0.5497961568831727,0.45145285004854374,0.2112170227849931,0.4655097642243129,1.8703667999943718
205,0.3029647592184211,0.5504223462200831,0.45257642789644015,0.20941923368737592,0.4623200867372735,1.8490217999788001
210,0.2952729363243452,0.5433902247228461,0.4453728750323624,0.22949089896497143,0.4821246142914728,1.8493928000098094
215,0.29496251490396314,0.5431045156357689,0.4442626542718447,0.23030093774650706,0.48313510409179095,1.8351201000041328
220,0.29520406553721945,0.5433268496376923,0.44178946155339804,0.22967061597167182,0.48328917553551526,1.8456563000218011
225,0.29148116792689643,0.5398899590906432,0.437002168446602,0.23938544634753978,0.4928867923566238,1.8399571999907494
230,0.295038650435591,0.543174604004634,0.4426742305825242,0.2301022635274551,0.48210656745327873,1.83033870003419
235,0.2952619244717919,0.5433800920826893,0.44142411186084146,0.22951963418438315,0.48138315492718037,1.8210024000145495
240,0.2881850843662477,0.5368287290805585,0.43508340430420706,0.2479865135935473,0.49988874371676084,1.8874548999592662
245,0.2863333698291826,0.5351012706293853,0.43412417666666664,0.25281852739436605,0.5032572722526907,1.9559743999852799
250,0.2863467626232809,0.5351137847442177,0.4351830598058253,0.2527835791533606,0.5057799004231878,1.8567097000195645
255,0.2852908666589842,0.5341262647155485,0.43244690391585755,0.2555389195525333,0.5088407673865011,1.9121101999771781
260,0.2853446725399357,0.534176630469675,0.43537436529126206,0.2553985141314391,0.5078401304148322,1.8942147000343539
265,0.288340544304572,0.5369735042854274,0.4362223036245955,0.24758084384671453,0.5024481383318063,1.9281964999972843
