n_samples,mse,rmse,mae,r2,pearson_r,sampling_time_seconds
50,0.4884950994419852,0.6989242444228024,0.46318376724137933,0.12344837481692739,0.3925891706461167,
55,0.47507510345563786,0.6892569212243268,0.4612591124367816,0.1475291062412969,0.41744904945321754,1.4844609999563545
60,0.4729112593752631,0.687685436355361,0.46106585041379305,0.15141189042370096,0.41625385928641234,1.4231743999989703
65,0.45959514789298606,0.6779344716806972,0.46046211425287353,0.1753062123406297,0.4319992947555369,1.4575964999967255
70,0.4595717409404243,0.67791720802796,0.4600624820229885,0.17534821358553887,0.4317789679533679,1.386744799965527
75,0.4723349993127677,0.6872663234240186,0.46356453632183897,0.15244592678329894,0.4095214344724294,1.5163609000155702
80,0.46844491075032496,0.6844303549305254,0.45595110694252877,0.1594262699953607,0.4207517650435891,1.4866588999866508
85,0.48102070011474024,0.6935565586992457,0.45913740622988497,0.13686037605306667,0.40114019641869636,1.5557223000214435
90,0.47759077575367964,0.6910794279630089,0.4568003892413794,0.1430150043725258,0.40622530471334284,1.595649200025946
95,0.4567567310354017,0.6758377993538107,0.4532568695172413,0.1803994444166621,0.4409113849159591,1.5008492000051774
100,0.4583593746003587,0.6770224328634603,0.45404215577011486,0.17752367386531587,0.43683208541342,1.5107960000168532
105,0.4641713255006644,0.681301200278309,0.45481381549425287,0.16709475653745176,0.42783564746932273,1.4563931000302546
110,0.4541668021988502,0.6739189878604477,0.450605817954023,0.18504679161294124,0.4439823507736672,1.4989490999723785
115,0.4504226690490139,0.671135358216965,0.44909734533333334,0.19176523362216458,0.4549780853867124,1.5581429000012577
120,0.4511133000720258,0.6716496855296114,0.4549010866896552,0.19052597094314394,0.44702257881082025,1.5806679999805056
125,0.452139068843265,0.6724128708191605,0.4548908115862068,0.18868533982009106,0.44547431099873686,1.4398080999962986
130,0.45138640488591475,0.6718529637397715,0.4516890054942529,0.19003591389091734,0.4509209882283367,1.4020462000044063
135,0.45589705098723765,0.6752014891772956,0.46084457011494245,0.18194204728865915,0.43558504974631557,1.3248923000064678
140,0.45351516550077164,0.6734353461920243,0.4607826930574712,0.18621608319310679,0.44156309636145774,1.3033966000075452
145,0.45415093027285397,0.6739072119163394,0.46328492236781604,0.1850752720675919,0.439620838034081,1.3251550000277348
150,0.453382942581626,0.6733371685727931,0.4613985419310346,0.18645334292159943,0.4427521913694926,1.3404234999907203
155,0.45578775698552976,0.6751205499653598,0.46474550000000003,0.18213816355457313,0.4364123311130734,1.3339757000212558
