mse,rmse,mae,r2,pearson_r,n_estimators,random_state,train_shape,test_shape,n_features,dataset
0.31902065542013525,0.5648191351398563,0.44033015252079244,0.4297286427134466,0.6561304846205724,100,0,"(1446, 5)","(362, 5)",5,hPPB
0.29301217278402547,0.5413059881287343,0.41727653990798347,0.476220593757573,0.6910597716421959,100,0,"(1446, 10)","(362, 10)",10,hPPB
0.27150776746390515,0.5210640723211544,0.40002657817592574,0.5146611969009494,0.7208795682146991,100,0,"(1446, 15)","(362, 15)",15,hPPB
0.259924879770122,0.5098282845920987,0.39453034499717093,0.5353664050879628,0.7379333971704222,100,0,"(1446, 20)","(362, 20)",20,hPPB
0.2678498324493878,0.5175421069337139,0.4026115555760006,0.5212000072574374,0.7288736526409019,100,0,"(1446, 25)","(362, 25)",25,hPPB
0.2683586056606647,0.5180334020704309,0.4043422136544637,0.5202905401592528,0.7287894282916347,100,0,"(1446, 30)","(362, 30)",30,hPPB
